leg,cart_offset,length,dest,mode,above_16m
char-cuilan,0x04f43000,0x4800,0x0de86be0,DMA,1
char-cuilan,0x04f47800,0x9800,0x0de4dbe0,DMA,1
char-cuilan,0x04f51000,0x9800,0x0de573e0,DMA,1
char-cuilan,0x04f5a800,0x9800,0x0de60be0,DMA,1
char-cuilan,0x04f64000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x04f6d800,0x9800,0x0de73be0,DMA,1
char-ernula,0x04f77000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x04f80800,0x4800,0x0de86be0,DMA,1
char-ernula,0x04f85000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x04f8e800,0x9800,0x0de573e0,DMA,1
char-ernula,0x04f98000,0x9800,0x0de60be0,DMA,1
char-ernula,0x04fa1800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x04fab000,0x9800,0x0de73be0,DMA,1
char-ernula,0x04fb4800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x04fbe000,0x4800,0x0de86be0,DMA,1
char-ernula,0x04fc2800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x04fcc000,0x9800,0x0de573e0,DMA,1
char-ernula,0x04fd5800,0x9800,0x0de60be0,DMA,1
char-ernula,0x04fdf000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x04fe8800,0x9800,0x0de73be0,DMA,1
char-ernula,0x04ff2000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x04ffb800,0x4800,0x0de86be0,DMA,1
char-ernula,0x05000000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x05009800,0x9800,0x0de573e0,DMA,1
char-ernula,0x05013000,0x9800,0x0de60be0,DMA,1
char-ernula,0x0501c800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x05026000,0x9800,0x0de73be0,DMA,1
char-ernula,0x0502f800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x05039000,0x4800,0x0de86be0,DMA,1
char-ernula,0x0503d800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x05047000,0x9800,0x0de573e0,DMA,1
char-ernula,0x05050800,0x9800,0x0de60be0,DMA,1
char-ernula,0x0505a000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x05063800,0x9800,0x0de73be0,DMA,1
char-ernula,0x0506d000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x05076800,0x4800,0x0de86be0,DMA,1
char-ernula,0x0507b000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x05084800,0x9800,0x0de573e0,DMA,1
char-ernula,0x0508e000,0x9800,0x0de60be0,DMA,1
char-ernula,0x05097800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x050a1000,0x9800,0x0de73be0,DMA,1
char-ernula,0x050aa800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x050b4000,0x4800,0x0de86be0,DMA,1
char-ernula,0x050b8800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x050c2000,0x9800,0x0de573e0,DMA,1
char-ernula,0x050cb800,0x9800,0x0de60be0,DMA,1
char-ernula,0x050d5000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x050de800,0x9800,0x0de73be0,DMA,1
char-ernula,0x050e8000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x050f1800,0x4800,0x0de86be0,DMA,1
char-ernula,0x050f6000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x050ff800,0x9800,0x0de573e0,DMA,1
char-ernula,0x05109000,0x9800,0x0de60be0,DMA,1
char-ernula,0x05112800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x0511c000,0x9800,0x0de73be0,DMA,1
char-ernula,0x05125800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x0512f000,0x4800,0x0de86be0,DMA,1
char-ernula,0x05133800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x0513d000,0x9800,0x0de573e0,DMA,1
char-ernula,0x05146800,0x9800,0x0de60be0,DMA,1
char-ernula,0x05150000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x05159800,0x9800,0x0de73be0,DMA,1
char-ernula,0x05163000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x0516c800,0x4800,0x0de86be0,DMA,1
char-ernula,0x05171000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x0517a800,0x9800,0x0de573e0,DMA,1
char-ernula,0x05184000,0x9800,0x0de60be0,DMA,1
char-ernula,0x0518d800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x05197000,0x9800,0x0de73be0,DMA,1
char-ernula,0x051a0800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x051aa000,0x4800,0x0de86be0,DMA,1
char-ernula,0x051ae800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x051b8000,0x9800,0x0de573e0,DMA,1
char-ernula,0x051c1800,0x9800,0x0de60be0,DMA,1
char-ernula,0x051cb000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x051d4800,0x9800,0x0de73be0,DMA,1
char-ernula,0x051de000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x051e7800,0x4800,0x0de86be0,DMA,1
char-ernula,0x051ec000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x051f5800,0x9800,0x0de573e0,DMA,1
char-ernula,0x051ff000,0x9800,0x0de60be0,DMA,1
char-ernula,0x05208800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x05212000,0x9800,0x0de73be0,DMA,1
char-ernula,0x0521b800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x05225000,0x4800,0x0de86be0,DMA,1
char-ernula,0x05229800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x05233000,0x9800,0x0de573e0,DMA,1
char-ernula,0x0523c800,0x9800,0x0de60be0,DMA,1
char-ernula,0x05246000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x0524f800,0x9800,0x0de73be0,DMA,1
char-ernula,0x05259000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x05262800,0x4800,0x0de86be0,DMA,1
char-ernula,0x05267000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x05270800,0x9800,0x0de573e0,DMA,1
char-ernula,0x0527a000,0x9800,0x0de60be0,DMA,1
char-ernula,0x05283800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x0528d000,0x9800,0x0de73be0,DMA,1
char-ernula,0x05296800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x052a0000,0x4800,0x0de86be0,DMA,1
char-ernula,0x052a4800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x052ae000,0x9800,0x0de573e0,DMA,1
char-ernula,0x052b7800,0x9800,0x0de60be0,DMA,1
char-ernula,0x052c1000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x052ca800,0x9800,0x0de73be0,DMA,1
char-ernula,0x052d4000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x052dd800,0x4800,0x0de86be0,DMA,1
char-ernula,0x052e2000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x052eb800,0x9800,0x0de573e0,DMA,1
char-ernula,0x052f5000,0x9800,0x0de60be0,DMA,1
char-ernula,0x052fe800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x05308000,0x9800,0x0de73be0,DMA,1
char-ernula,0x05311800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x0531b000,0x4800,0x0de86be0,DMA,1
char-ernula,0x0531f800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x05329000,0x9800,0x0de573e0,DMA,1
char-ernula,0x05332800,0x9800,0x0de60be0,DMA,1
char-ernula,0x0533c000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x05345800,0x9800,0x0de73be0,DMA,1
char-ernula,0x0534f000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x05358800,0x4800,0x0de86be0,DMA,1
char-ernula,0x0535d000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x05366800,0x9800,0x0de573e0,DMA,1
char-ernula,0x05370000,0x9800,0x0de60be0,DMA,1
char-ernula,0x05379800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x05383000,0x9800,0x0de73be0,DMA,1
char-ernula,0x0538c800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x05396000,0x4800,0x0de86be0,DMA,1
char-ernula,0x0539a800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x053a4000,0x9800,0x0de573e0,DMA,1
char-ernula,0x053ad800,0x9800,0x0de60be0,DMA,1
char-ernula,0x053b7000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x053c0800,0x9800,0x0de73be0,DMA,1
char-ernula,0x053ca000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x053d3800,0x4800,0x0de86be0,DMA,1
char-lili,0x053d8000,0x9800,0x0de4dbe0,DMA,1
char-lili,0x053e1800,0x9800,0x0de573e0,DMA,1
char-lili,0x053eb000,0x9800,0x0de60be0,DMA,1
char-lili,0x053f4800,0x9800,0x0de6a3e0,DMA,1
char-lili,0x053fe000,0x9800,0x0de73be0,DMA,1
char-lili,0x05407800,0x9800,0x0de7d3e0,DMA,1
char-lili,0x05411000,0x4800,0x0de86be0,DMA,1
char-lili,0x05415800,0x9800,0x0de4dbe0,DMA,1
char-lili,0x0541f000,0x9800,0x0de573e0,DMA,1
char-lili,0x05428800,0x9800,0x0de60be0,DMA,1
char-lili,0x05432000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x054b9000,0x15800,0x0da16b60,DMA,1
2p-stages,0x054b9000,0x15800,0x0da23040,DMA,1
2p-stages,0x054b9000,0x15800,0x0dad5020,DMA,1
2p-stages,0x054b9000,0x15800,0x0dadac00,DMA,1
2p-stages,0x054b9000,0x15800,0x0daf5ac0,DMA,1
2p-stages,0x054b9000,0x15800,0x0db21220,DMA,1
2p-stages,0x054b9000,0x15800,0x0db64120,DMA,1
2p-stages,0x054b9000,0x15800,0x0db72400,DMA,1
char-baek,0x054b9000,0x15800,0x0dc2e080,DMA,1
attract,0x054ce800,0xc800,0x0de4dbe0,DMA,1
attract,0x054db000,0x31000,0x0de5a3e0,DMA,1
attract,0x0550c000,0x9800,0x0de4dbe0,DMA,1
attract,0x05515800,0x9800,0x0de573e0,DMA,1
attract,0x0551f000,0x9800,0x0de60be0,DMA,1
attract,0x05528800,0x9800,0x0de6a3e0,DMA,1
attract,0x05532000,0x9800,0x0de73be0,DMA,1
attract,0x0553b800,0x9800,0x0de7d3e0,DMA,1
attract,0x05545000,0x4800,0x0de86be0,DMA,1
attract,0x05549800,0x9800,0x0de4dbe0,DMA,1
attract,0x05553000,0x9800,0x0de573e0,DMA,1
attract,0x0555c800,0x9800,0x0de60be0,DMA,1
attract,0x05566000,0x9800,0x0de6a3e0,DMA,1
attract,0x0556f800,0x9800,0x0de73be0,DMA,1
attract,0x05579000,0x9800,0x0de7d3e0,DMA,1
attract,0x05582800,0x4800,0x0de86be0,DMA,1
attract,0x05587000,0x3000,0x0de4dbe0,DMA,1
attract,0x0558a000,0xc800,0x0de4dbe0,DMA,1
attract,0x05596800,0x31000,0x0de5a3e0,DMA,1
attract,0x055c7800,0x9800,0x0de4dbe0,DMA,1
attract,0x055d1000,0x9800,0x0de573e0,DMA,1
attract,0x055da800,0x9800,0x0de60be0,DMA,1
attract,0x055e4000,0x9800,0x0de6a3e0,DMA,1
attract,0x055ed800,0x9800,0x0de73be0,DMA,1
attract,0x055f7000,0x9800,0x0de7d3e0,DMA,1
attract,0x05600800,0x4800,0x0de86be0,DMA,1
attract,0x05605000,0x9800,0x0de4dbe0,DMA,1
attract,0x0560e800,0x9800,0x0de573e0,DMA,1
attract,0x05618000,0x9800,0x0de60be0,DMA,1
attract,0x05621800,0x9800,0x0de6a3e0,DMA,1
attract,0x0562b000,0x9800,0x0de73be0,DMA,1
attract,0x05634800,0x9800,0x0de7d3e0,DMA,1
attract,0x0563e000,0x4800,0x0de86be0,DMA,1
attract,0x05642800,0x9800,0x0de4dbe0,DMA,1
attract,0x0564c000,0x9800,0x0de573e0,DMA,1
attract,0x05655800,0x9800,0x0de60be0,DMA,1
attract,0x0565f000,0x9800,0x0de6a3e0,DMA,1
attract,0x05668800,0x9800,0x0de73be0,DMA,1
attract,0x05672000,0x9800,0x0de7d3e0,DMA,1
attract,0x0567b800,0x4800,0x0de86be0,DMA,1
attract,0x05680000,0x9800,0x0de4dbe0,DMA,1
attract,0x05689800,0x9800,0x0de573e0,DMA,1
attract,0x05693000,0x9800,0x0de60be0,DMA,1
attract,0x0569c800,0x9800,0x0de6a3e0,DMA,1
attract,0x056a6000,0x9800,0x0de73be0,DMA,1
attract,0x056af800,0x9800,0x0de7d3e0,DMA,1
attract,0x056b9000,0x3000,0x0de86be0,DMA,1
attract,0x056bc000,0x42800,0x0dd22940,DMA,1
attract,0x056fe800,0xb0000,0x0dc72920,DMA,1
attract,0x057ae800,0xcc800,0x0dc56120,DMA,1
attract,0x0587b000,0xc2000,0x0dc60920,DMA,1
attract,0x05a09000,0x11800,0x0dc44900,DMA,1
attract,0x05a09000,0x11800,0x0dc4f100,DMA,1
attract,0x05a09000,0x11800,0x0dc61100,DMA,1
char-ernula,0x05a1a800,0x9000,0x0ddc2960,DMA,1
char-ernula,0x05a23800,0xb000,0x0ddc2960,DMA,1
attract,0x05a2e800,0xe6800,0x0db5d040,DMA,1
char-baek,0x05a2e800,0xe6800,0x0db5d4c0,DMA,1
char-cuilan,0x05b15000,0xe5800,0x0db07320,DMA,1
char-baek,0x05bfa800,0xed000,0x0db56840,DMA,1
char-baek,0x05bfa800,0xed000,0x0db56cc0,DMA,1
attract,0x05ce7800,0xeb000,0x0db58840,DMA,1
char-karel,0x05dd2800,0xea800,0x0da3e3e0,DMA,1
char-ernula,0x05dd2800,0xea800,0x0da7ff40,DMA,1
char-lili,0x05dd2800,0xea800,0x0da855a0,DMA,1
2p-stages,0x05dd2800,0xea800,0x0db05d00,DMA,1
2p-stages,0x05dd2800,0xea800,0x0db05d20,DMA,1
2p-stages,0x05dd2800,0xea800,0x0db05f00,DMA,1
2p-stages,0x05fa7800,0x6800,0x0dd7d020,DMA,1
char-baek,0x05fa7800,0x6800,0x0ddc2960,DMA,1
attract,0x05fb5000,0xc800,0x0ddc2960,DMA,1
attract,0x05fc1800,0x3000,0x0ddcf160,DMA,1
char-baek,0x05fc4800,0xc800,0x0ddc2960,DMA,1
char-baek,0x05fd1000,0xb000,0x0ddcf160,DMA,1
char-cuilan,0x05fe8800,0x5000,0x0dd7d020,DMA,1
char-cuilan,0x05fed800,0x6800,0x0dd7d020,DMA,1
char-baek,0x05ffd000,0x7000,0x0ddc2960,DMA,1
char-baek,0x06004000,0x8000,0x0ddc2960,DMA,1
char-sakurako,0x0600c000,0x3800,0x0dd7d020,DMA,1
char-ernula,0x06014800,0xc800,0x0ddc2960,DMA,1
char-ernula,0x06021000,0x4000,0x0ddcf160,DMA,1
char-karel,0x060e7800,0xc3000,0x0dad1280,DMA,1
char-ernula,0x060e7800,0xc3000,0x0db12de0,DMA,1
char-lili,0x060e7800,0xc3000,0x0db18440,DMA,1
char-lili,0x060e7800,0xc3000,0x0db1c520,DMA,1
char-baek,0x060e7800,0xc3000,0x0db1e500,DMA,1
char-fabian,0x061aa800,0xc2800,0x0da3c160,DMA,1
char-cuilan,0x06332800,0xc9000,0x0d9cb4a0,DMA,1
char-sakurako,0x06332800,0xc9000,0x0da27ea0,DMA,1
attract,0x06332800,0xc9000,0x0db18780,DMA,1
2p-stages,0x06332800,0xc9000,0x0db79ee0,DMA,1
2p-stages,0x06332800,0xc9000,0x0db7a260,DMA,1
2p-stages,0x06332800,0xc9000,0x0db7a280,DMA,1
2p-stages,0x06332800,0xc9000,0x0db7a2a0,DMA,1
2p-stages,0x06332800,0xc9000,0x0db7a340,DMA,1
2p-stages,0x06332800,0xc9000,0x0db7acc0,DMA,1
attract,0x063fb800,0xbd800,0x0db246e0,DMA,1
char-mika,0x063fb800,0xbd800,0x0db864c0,DMA,1
2p-stages,0x064b9000,0x5000,0x0ddc2960,DMA,1
char-mika,0x064be000,0x3800,0x0ddc2960,DMA,1
char-lili,0x064e3000,0x6800,0x0dd7d020,DMA,1
2p-stages,0x064ec000,0x5000,0x0ddc2960,DMA,1
char-mika,0x064f7800,0x9800,0x0ddc2960,DMA,1
char-baek,0x06508800,0xda800,0x0d9ae840,DMA,1
char-sakurako,0x065e3000,0xdd800,0x0db07740,DMA,1
char-sakurako,0x065e3000,0xdd800,0x0db07de0,DMA,1
char-mika,0x06871000,0xd9800,0x0d9be1c0,DMA,1
char-baek,0x06871000,0xd9800,0x0db08400,DMA,1
char-cuilan,0x06871000,0xd9800,0x0db6a4c0,DMA,1
char-fabian,0x0694a800,0xd3000,0x0db200a0,DMA,1
char-cuilan,0x0694a800,0xd3000,0x0db70cc0,DMA,1
char-cuilan,0x06a1d800,0x5800,0x0ddc2960,DMA,1
char-cuilan,0x06a23000,0x4000,0x0ddc2960,DMA,1
char-sakurako,0x06a4c000,0x5000,0x0dd7d020,DMA,1
char-sakurako,0x06a51000,0x2000,0x0dd7d020,DMA,1
char-baek,0x06a53000,0x5800,0x0dd7d020,DMA,1
char-baek,0x06a58800,0x1000,0x0dd7d020,DMA,1
char-cuilan,0x06a69000,0x9800,0x0ddc2960,DMA,1
char-cuilan,0x06a72800,0xa000,0x0ddc2960,DMA,1
attract,0x06a8f000,0xcf800,0x0db74040,DMA,1
char-fabian,0x06a8f000,0xcf800,0x0db744c0,DMA,1
char-karel,0x06b5e800,0xd2800,0x0dac1a60,DMA,1
char-cuilan,0x06b5e800,0xd2800,0x0db1a9e0,DMA,1
char-mika,0x06b5e800,0xd2800,0x0db1df00,DMA,1
char-fabian,0x06b5e800,0xd2800,0x0db714c0,DMA,1
attract,0x06c31000,0xd1000,0x0db72840,DMA,1
char-baek,0x06d02000,0xc8000,0x0db19980,DMA,1
2p-stages,0x06dca000,0xd1800,0x0db1ed20,DMA,1
2p-stages,0x06f6c800,0x5800,0x0dd7d020,DMA,1
char-fabian,0x06f6c800,0x5800,0x0ddc2960,DMA,1
char-fabian,0x06f72000,0x3800,0x0ddc2960,DMA,1
char-karel,0x06f75800,0xc800,0x0dd7d020,DMA,1
char-karel,0x06f82000,0x8800,0x0dd89820,DMA,1
char-fabian,0x06faa000,0x5000,0x0ddc2960,DMA,1
char-fabian,0x06faf000,0x7000,0x0ddc2960,DMA,1
attract,0x06fc0000,0x11a000,0x0dad8c20,DMA,1
char-mika,0x070da000,0x11b000,0x0dad54e0,DMA,1
attract,0x070da000,0x11b000,0x0dad7b20,DMA,1
2p-stages,0x0741a800,0x11a800,0x0dad5d20,DMA,1
char-lili,0x0741a800,0x11a800,0x0db294c0,DMA,1
char-fabian,0x07535000,0x110000,0x0dae3320,DMA,1
char-lili,0x07535000,0x110000,0x0db33cc0,DMA,1
2p-stages,0x07645000,0x2800,0x0dd7d020,DMA,1
char-lili,0x07645000,0x2800,0x0ddc2960,DMA,1
char-fabian,0x0766a800,0x6800,0x0dd7d020,DMA,1
char-fabian,0x07671000,0x3800,0x0dd7d020,DMA,1
char-lili,0x07681000,0x9000,0x0ddc2960,DMA,1
2p-stages,0x077d5000,0xf6800,0x0da40220,DMA,1
char-mika,0x077d5000,0xf6800,0x0daf9f00,DMA,1
2p-stages,0x07ab3000,0xf8800,0x0daf7d00,DMA,1
char-sakurako,0x07ab3000,0xf8800,0x0db4b4c0,DMA,1
char-sakurako,0x07bab800,0xfb000,0x0db48cc0,DMA,1
2p-stages,0x07ca6800,0x4800,0x0dd7d020,DMA,1
char-sakurako,0x07ca6800,0x4800,0x0ddc2960,DMA,1
char-sakurako,0x07cab000,0x5800,0x0ddc2960,DMA,1
char-sakurako,0x07d00800,0x7800,0x0ddc2960,DMA,1
char-cuilan,0x07d08000,0x6000,0x0dd7d020,DMA,1
char-baek,0x07d0e000,0x8000,0x0dd7d020,DMA,1
2p-stages,0x081b4800,0x12a000,0x0dac6500,DMA,1
char-ernula,0x081b4800,0x12a000,0x0db19cc0,DMA,1
char-ernula,0x082de800,0x122800,0x0db214c0,DMA,1
2p-stages,0x08401000,0x4800,0x0dd7d020,DMA,1
char-ernula,0x08401000,0x4800,0x0ddc2960,DMA,1
char-ernula,0x08405800,0x5800,0x0ddc2960,DMA,1
char-ernula,0x0841c000,0xc800,0x0ddc2960,DMA,1
char-ernula,0x08428800,0x14800,0x0ddcf160,DMA,1
char-ernula,0x08475800,0x4000,0x0ddc2960,DMA,1
char-ernula,0x085a8800,0x124800,0x0dab1a20,DMA,1
2p-stages,0x08908800,0x123000,0x0dacd500,DMA,1
char-karel,0x08908800,0x123000,0x0db20cc0,DMA,1
char-karel,0x08a2b800,0x11f000,0x0db24cc0,DMA,1
2p-stages,0x08b4a800,0x3800,0x0dd7d020,DMA,1
char-karel,0x08b4a800,0x3800,0x0ddc2960,DMA,1
char-karel,0x08b4e000,0x2000,0x0ddc2960,DMA,1
char-ernula,0x08b70800,0x3000,0x0dd7d020,DMA,1
char-ernula,0x08b73800,0x2800,0x0dd7d020,DMA,1
char-karel,0x08b7b800,0x7000,0x0ddc2960,DMA,1
char-karel,0x08b88000,0x5000,0x0ddc2960,DMA,1
char-fabian,0x08c01000,0x5800,0x0dd7d020,DMA,1
char-lili,0x08c06800,0x7800,0x0dd7d020,DMA,1
char-ernula,0x08c0e000,0x7000,0x0dd7d020,DMA,1
2p-stages,0x08e8d000,0xc800,0x0de4dbe0,DMA,1
2p-stages,0x08e99800,0x31000,0x0de5a3e0,DMA,1
2p-stages,0x08eca800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x08ed4000,0x9800,0x0de573e0,DMA,1
2p-stages,0x08edd800,0x9800,0x0de60be0,DMA,1
2p-stages,0x08ee7000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x08ef0800,0x9800,0x0de73be0,DMA,1
2p-stages,0x08efa000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x08f03800,0x4800,0x0de86be0,DMA,1
2p-stages,0x08f08000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x08f0e000,0x9800,0x0de4e3e0,DMA,1
2p-stages,0x08f11800,0x9800,0x0de573e0,DMA,1
char-ernula,0x08f17800,0x9800,0x0de57be0,DMA,1
2p-stages,0x08f1b000,0x9800,0x0de60be0,DMA,1
char-ernula,0x08f21000,0x9800,0x0de613e0,DMA,1
2p-stages,0x08f24800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x08f2a800,0x9800,0x0de6abe0,DMA,1
2p-stages,0x08f2e000,0x9800,0x0de73be0,DMA,1
char-ernula,0x08f34000,0x9800,0x0de743e0,DMA,1
2p-stages,0x08f37800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x08f3d800,0x9800,0x0de7dbe0,DMA,1
2p-stages,0x08f41000,0x4800,0x0de86be0,DMA,1
2p-stages,0x08f45800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x08f47000,0x4000,0x0de873e0,DMA,1
char-ernula,0x08f4b000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x08f4f000,0x9800,0x0de573e0,DMA,1
char-ernula,0x08f54800,0x9800,0x0de573e0,DMA,1
2p-stages,0x08f58800,0x9800,0x0de60be0,DMA,1
char-ernula,0x08f5e000,0x9800,0x0de60be0,DMA,1
2p-stages,0x08f62000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x08f67800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x08f6b800,0x9800,0x0de73be0,DMA,1
char-ernula,0x08f71000,0x9800,0x0de73be0,DMA,1
2p-stages,0x08f75000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x08f7a800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x08f7e800,0x4800,0x0de86be0,DMA,1
2p-stages,0x08f83000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x08f8c800,0x9800,0x0de573e0,DMA,1
2p-stages,0x08f96000,0x9800,0x0de60be0,DMA,1
2p-stages,0x08f9f800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x08fa9000,0x9800,0x0de73be0,DMA,1
2p-stages,0x08fb2800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x08fbc000,0x4800,0x0de86be0,DMA,1
2p-stages,0x08fc0800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x08fca000,0x9800,0x0de573e0,DMA,1
2p-stages,0x08fd3800,0x9800,0x0de60be0,DMA,1
2p-stages,0x08fdd000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x08fe6800,0x9800,0x0de73be0,DMA,1
2p-stages,0x08ff0000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x08ff9800,0x4800,0x0de86be0,DMA,1
2p-stages,0x08ffe000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x09007800,0x9800,0x0de573e0,DMA,1
2p-stages,0x09011000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0901a800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x09024000,0x9800,0x0de73be0,DMA,1
2p-stages,0x0902d800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x09037000,0x4800,0x0de86be0,DMA,1
2p-stages,0x0903b800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x09045000,0x9800,0x0de573e0,DMA,1
2p-stages,0x0904e800,0x9800,0x0de60be0,DMA,1
2p-stages,0x09058000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x09061800,0x9800,0x0de73be0,DMA,1
2p-stages,0x0906b000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x09074800,0x4800,0x0de86be0,DMA,1
2p-stages,0x09079000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x09082800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0908c000,0x9800,0x0de60be0,DMA,1
2p-stages,0x09095800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0909f000,0x9800,0x0de73be0,DMA,1
2p-stages,0x090a8800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x090b2000,0x4800,0x0de86be0,DMA,1
2p-stages,0x090b6800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x090c0000,0x9800,0x0de573e0,DMA,1
2p-stages,0x090c9800,0x9800,0x0de60be0,DMA,1
2p-stages,0x090d3000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x090dc800,0x9800,0x0de73be0,DMA,1
2p-stages,0x090e6000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x090ef800,0x4800,0x0de86be0,DMA,1
char-ernula,0x090f4000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x090fd800,0x9800,0x0de573e0,DMA,1
char-ernula,0x09107000,0x9800,0x0de60be0,DMA,1
char-ernula,0x09110800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x0911a000,0x9800,0x0de73be0,DMA,1
char-ernula,0x09123800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x0912d000,0x4800,0x0de86be0,DMA,1
char-ernula,0x09131800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x0913b000,0x9800,0x0de573e0,DMA,1
char-ernula,0x09144800,0x9800,0x0de60be0,DMA,1
char-ernula,0x0914e000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x09157800,0x9800,0x0de73be0,DMA,1
char-ernula,0x09161000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x0916a800,0x4800,0x0de86be0,DMA,1
char-ernula,0x0916f000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x09178800,0x9800,0x0de573e0,DMA,1
char-ernula,0x09182000,0x9800,0x0de60be0,DMA,1
char-ernula,0x0918b800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x09195000,0x9800,0x0de73be0,DMA,1
