leg,cart_offset,length,dest,mode,above_16m
char-ernula,0x0919e800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x091a8000,0x4800,0x0de86be0,DMA,1
char-ernula,0x091ac800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x091b6000,0x9800,0x0de573e0,DMA,1
char-ernula,0x091bf800,0x9800,0x0de60be0,DMA,1
char-ernula,0x091c9000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x091d2800,0x9800,0x0de73be0,DMA,1
char-ernula,0x091dc000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x091e5800,0x4800,0x0de86be0,DMA,1
char-ernula,0x091ea000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x091f3800,0x9800,0x0de573e0,DMA,1
char-ernula,0x091fd000,0x9800,0x0de60be0,DMA,1
char-ernula,0x09206800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x09210000,0x9800,0x0de73be0,DMA,1
char-ernula,0x09219800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x09223000,0x4800,0x0de86be0,DMA,1
char-ernula,0x09227800,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x09231000,0x9800,0x0de573e0,DMA,1
char-ernula,0x0923a800,0x9800,0x0de60be0,DMA,1
char-ernula,0x09244000,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x0924d800,0x9800,0x0de73be0,DMA,1
char-ernula,0x09257000,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x09260800,0x4800,0x0de86be0,DMA,1
char-ernula,0x09265000,0x9800,0x0de4dbe0,DMA,1
char-ernula,0x0926e800,0x9800,0x0de573e0,DMA,1
char-ernula,0x09278000,0x9800,0x0de60be0,DMA,1
char-ernula,0x09281800,0x9800,0x0de6a3e0,DMA,1
char-ernula,0x0928b000,0x9800,0x0de73be0,DMA,1
char-ernula,0x09294800,0x9800,0x0de7d3e0,DMA,1
char-ernula,0x0929e000,0x4800,0x0de86be0,DMA,1
char-ernula,0x092a2800,0x800,0x0de4dbe0,DMA,1
char-ernula,0x09327000,0xc800,0x0ddc2960,DMA,1
char-ernula,0x09333800,0x1800,0x0ddcf160,DMA,1
char-ernula,0x09355000,0x5800,0x0ddc2960,DMA,1
2p-stages,0x0935a800,0x7e7800,0x0d244c20,DMA,1
2p-stages,0x0935a800,0x7e7800,0x0d251100,DMA,1
2p-stages,0x0935a800,0x7e7800,0x0d3030e0,DMA,1
2p-stages,0x0935a800,0x7e7800,0x0d308cc0,DMA,1
2p-stages,0x0935a800,0x7e7800,0x0d323b80,DMA,1
2p-stages,0x0935a800,0x7e7800,0x0d392180,DMA,1
2p-stages,0x0935a800,0x7e7800,0x0d3a04c0,DMA,1
2p-stages,0x0935a800,0x7e7800,0x0d45bd20,DMA,1
2p-stages,0x09b42000,0xe800,0x0dc348c0,DMA,1
2p-stages,0x09b42000,0xe800,0x0dc34b20,DMA,1
2p-stages,0x09b42000,0xe800,0x0dc34b60,DMA,1
2p-stages,0x09b42000,0xe800,0x0dc34d20,DMA,1
char-karel,0x09b99000,0x9000,0x0ddc2960,DMA,1
char-karel,0x09ba2000,0xc800,0x0ddc2960,DMA,1
char-karel,0x09bae800,0x3800,0x0ddcf160,DMA,1
char-sakurako,0x09bfa000,0x5000,0x0ddc2960,DMA,1
char-sakurako,0x09bff000,0x9800,0x0ddc2960,DMA,1
char-baek,0x09d67000,0x3000,0x0ddc2960,DMA,1
char-baek,0x09d6a000,0xc800,0x0ddc2960,DMA,1
char-baek,0x09d76800,0x2000,0x0ddcf160,DMA,1
char-baek,0x09d78800,0xc800,0x0ddc2960,DMA,1
char-baek,0x09d85000,0x2000,0x0ddcf160,DMA,1
char-cuilan,0x09e16000,0x8800,0x0ddc2960,DMA,1
char-cuilan,0x09e1e800,0x8800,0x0dd7d020,DMA,1
2p-stages,0x09f52000,0xc800,0x0de4dbe0,DMA,1
2p-stages,0x09f5e800,0x31000,0x0de5a3e0,DMA,1
2p-stages,0x09f8f800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x09f99000,0x9800,0x0de573e0,DMA,1
2p-stages,0x09fa2800,0x9800,0x0de60be0,DMA,1
2p-stages,0x09fac000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x09fb5800,0x9800,0x0de73be0,DMA,1
2p-stages,0x09fbf000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x09fc8800,0x4800,0x0de86be0,DMA,1
2p-stages,0x09fcd000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x09fd6800,0x9800,0x0de573e0,DMA,1
2p-stages,0x09fe0000,0x9800,0x0de60be0,DMA,1
2p-stages,0x09fe9800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x09ff3000,0x9800,0x0de73be0,DMA,1
2p-stages,0x09ffc800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0a006000,0x4800,0x0de86be0,DMA,1
2p-stages,0x0a00a800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0a014000,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a01d800,0x9800,0x0de60be0,DMA,1
2p-stages,0x0a027000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0a030800,0x9800,0x0de73be0,DMA,1
2p-stages,0x0a03a000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0a043800,0x4800,0x0de86be0,DMA,1
2p-stages,0x0a048000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0a051800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a05b000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0a064800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0a06e000,0x9800,0x0de73be0,DMA,1
2p-stages,0x0a077800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0a081000,0x4800,0x0de86be0,DMA,1
2p-stages,0x0a085800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0a08f000,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a098800,0x9800,0x0de60be0,DMA,1
2p-stages,0x0a0a2000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0a0ab800,0x9800,0x0de73be0,DMA,1
2p-stages,0x0a0b5000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0a0be800,0x4800,0x0de86be0,DMA,1
2p-stages,0x0a0c3000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0a0cc800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a0d6000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0a0df800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0a0e9000,0x9800,0x0de73be0,DMA,1
2p-stages,0x0a0f2800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0a0fc000,0x4800,0x0de86be0,DMA,1
2p-stages,0x0a100800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0a10a000,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a113800,0x9800,0x0de60be0,DMA,1
2p-stages,0x0a11d000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0a126800,0x9800,0x0de73be0,DMA,1
2p-stages,0x0a130000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0a139800,0x4800,0x0de86be0,DMA,1
2p-stages,0x0a13e000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0a147800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a151000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0a15a800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0a164000,0x9800,0x0de73be0,DMA,1
2p-stages,0x0a16d800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0a177000,0x4800,0x0de86be0,DMA,1
2p-stages,0x0a17b800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0a185000,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a18e800,0x9800,0x0de60be0,DMA,1
2p-stages,0x0a198000,0x9800,0x0de6a3e0,DMA,1
char-mika,0x0a1a1800,0x9800,0x0de73be0,DMA,1
char-mika,0x0a1ab000,0x9800,0x0de7d3e0,DMA,1
char-mika,0x0a1b4800,0x4800,0x0de86be0,DMA,1
char-mika,0x0a1b9000,0x9800,0x0de4dbe0,DMA,1
char-mika,0x0a1c2800,0x9800,0x0de573e0,DMA,1
char-mika,0x0a1cc000,0x9800,0x0de60be0,DMA,1
char-mika,0x0a1d5800,0x9800,0x0de6a3e0,DMA,1
char-mika,0x0a1df000,0x9800,0x0de73be0,DMA,1
char-mika,0x0a1e8800,0x9800,0x0de7d3e0,DMA,1
char-mika,0x0a1f2000,0x4800,0x0de86be0,DMA,1
char-mika,0x0a1f6800,0x9800,0x0de4dbe0,DMA,1
char-mika,0x0a200000,0x9800,0x0de573e0,DMA,1
char-mika,0x0a209800,0x9800,0x0de60be0,DMA,1
char-mika,0x0a213000,0x9800,0x0de6a3e0,DMA,1
char-mika,0x0a21c800,0x9800,0x0de73be0,DMA,1
char-mika,0x0a226000,0x9800,0x0de7d3e0,DMA,1
char-mika,0x0a22f800,0x4800,0x0de86be0,DMA,1
char-mika,0x0a234000,0x9800,0x0de4dbe0,DMA,1
char-mika,0x0a23d800,0x9800,0x0de573e0,DMA,1
char-mika,0x0a247000,0x9800,0x0de60be0,DMA,1
char-mika,0x0a250800,0x9800,0x0de6a3e0,DMA,1
char-mika,0x0a25a000,0x9800,0x0de73be0,DMA,1
char-mika,0x0a263800,0x9800,0x0de7d3e0,DMA,1
char-mika,0x0a26d000,0x4800,0x0de86be0,DMA,1
char-mika,0x0a271800,0x9800,0x0de4dbe0,DMA,1
char-mika,0x0a27b000,0x9800,0x0de573e0,DMA,1
char-mika,0x0a284800,0x9800,0x0de60be0,DMA,1
char-mika,0x0a28e000,0x9800,0x0de6a3e0,DMA,1
char-mika,0x0a297800,0x9800,0x0de73be0,DMA,1
char-mika,0x0a2a1000,0x9800,0x0de7d3e0,DMA,1
char-mika,0x0a2aa800,0x4800,0x0de86be0,DMA,1
char-mika,0x0a2af000,0x9800,0x0de4dbe0,DMA,1
char-mika,0x0a2b8800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a6fd800,0xc800,0x0de4dbe0,DMA,1
2p-stages,0x0a70a000,0x31000,0x0de5a3e0,DMA,1
2p-stages,0x0a73b000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0a744800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a74e000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0a757800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0a761000,0x9800,0x0de73be0,DMA,1
2p-stages,0x0a76a800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0a774000,0x4800,0x0de86be0,DMA,1
2p-stages,0x0a778800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0a782000,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a78b800,0x9800,0x0de60be0,DMA,1
2p-stages,0x0a795000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0a79e800,0x9800,0x0de73be0,DMA,1
2p-stages,0x0a7a8000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0a7b1800,0x4800,0x0de86be0,DMA,1
2p-stages,0x0a7b6000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0a7bf800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0a7c9000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0a7d2800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0a7dc000,0x9800,0x0de73be0,DMA,1
char-baek,0x0a7e5800,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0a7ef000,0x4800,0x0de86be0,DMA,1
char-baek,0x0a7f3800,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0a7fd000,0x9800,0x0de573e0,DMA,1
char-baek,0x0a806800,0x9800,0x0de60be0,DMA,1
char-mika,0x0a810000,0x9800,0x0de6a3e0,DMA,1
char-mika,0x0a819800,0x9800,0x0de73be0,DMA,1
char-mika,0x0a823000,0x9800,0x0de7d3e0,DMA,1
char-mika,0x0a82c800,0x4800,0x0de86be0,DMA,1
char-mika,0x0a831000,0x9800,0x0de4dbe0,DMA,1
char-sakurako,0x0a914800,0x9800,0x0ddc2960,DMA,1
char-sakurako,0x0a953000,0x7000,0x0ddc2960,DMA,1
char-karel,0x0a95a000,0xd8000,0x0da68980,DMA,1
char-ernula,0x0a95a000,0xd8000,0x0daaa4e0,DMA,1
char-lili,0x0a95a000,0xd8000,0x0daafb40,DMA,1
char-cuilan,0x0a95a000,0xd8000,0x0dab2cc0,DMA,1
char-baek,0x0a95a000,0xd8000,0x0dab3120,DMA,1
char-baek,0x0a95a000,0xd8000,0x0dab5c00,DMA,1
attract,0x0a95a000,0xd8000,0x0dab61c0,DMA,1
char-sakurako,0x0a95a000,0xd8000,0x0dab6ae0,DMA,1
2p-stages,0x0a95a000,0xd8000,0x0dac7880,DMA,1
char-sakurako,0x0a95a000,0xd8000,0x0db0bcc0,DMA,1
char-cuilan,0x0a95a000,0xd8000,0x0db13f60,DMA,1
char-fabian,0x0a95a000,0xd8000,0x0db19e20,DMA,1
char-ernula,0x0aa32000,0x174000,0x0d9b2300,DMA,1
2p-stages,0x0aa32000,0x174000,0x0d9ccac0,DMA,1
char-baek,0x0aa32000,0x174000,0x0da1d3e0,DMA,1
char-cuilan,0x0aa32000,0x174000,0x0da28840,DMA,1
char-mika,0x0aa32000,0x174000,0x0da2bd60,DMA,1
char-karel,0x0aba6000,0xc1800,0x0da068a0,DMA,1
char-ernula,0x0aba6000,0xc1800,0x0da48400,DMA,1
char-lili,0x0aba6000,0xc1800,0x0da4da60,DMA,1
char-karel,0x0aba6000,0xc1800,0x0da820c0,DMA,1
char-mika,0x0aba6000,0xc1800,0x0dac9f20,DMA,1
char-lili,0x0aba6000,0xc1800,0x0daca420,DMA,1
attract,0x0aba6000,0xc1800,0x0dacc560,DMA,1
2p-stages,0x0aba6000,0xc1800,0x0daccd40,DMA,1
attract,0x0aba6000,0xc1800,0x0daccf00,DMA,1
char-fabian,0x0aba6000,0xc1800,0x0dacd380,DMA,1
attract,0x0ac67800,0x112800,0x0da77ce0,DMA,1
2p-stages,0x0ac67800,0x112800,0x0da7bb40,DMA,1
attract,0x0ac67800,0x112800,0x0db320e0,DMA,1
attract,0x0ac67800,0x112800,0x0db3c8e0,DMA,1
attract,0x0ac67800,0x112800,0x0db4e8e0,DMA,1
2p-stages,0x0ad7a000,0x182000,0x0da00620,DMA,1
2p-stages,0x0aefc000,0x30e800,0x0d7cc380,DMA,1
2p-stages,0x0aefc000,0x30e800,0x0d882f80,DMA,1
char-mika,0x0aefc000,0x30e800,0x0d883880,DMA,1
2p-stages,0x0b20a800,0x28c000,0x0d902360,DMA,1
char-baek,0x0b496800,0x3be800,0x0d674d00,DMA,1
char-mika,0x0b496800,0x3be800,0x0d683880,DMA,1
2p-stages,0x0b496800,0x3be800,0x0d7c94a0,DMA,1
char-sakurako,0x0b496800,0x3be800,0x0d7cfc40,DMA,1
char-fabian,0x0b496800,0x3be800,0x0d7dd700,DMA,1
attract,0x0bea2000,0x15a000,0x0dc0aee0,DMA,1
2p-stages,0x0bffc000,0x25000,0x0dc1dee0,DMA,1
2p-stages,0x0bffc000,0x25000,0x0dc1e260,DMA,1
2p-stages,0x0bffc000,0x25000,0x0dc1e280,DMA,1
2p-stages,0x0bffc000,0x25000,0x0dc1e2a0,DMA,1
2p-stages,0x0bffc000,0x25000,0x0dc1e340,DMA,1
2p-stages,0x0bffc000,0x25000,0x0dc1e880,DMA,1
char-cuilan,0x0c021000,0x6800,0x0ddc2960,DMA,1
char-cuilan,0x0c027800,0x9000,0x0ddc2960,DMA,1
char-cuilan,0x0c030800,0xb800,0x0ddc2960,DMA,1
char-baek,0x0c11d000,0xc800,0x0dd7d020,DMA,1
char-baek,0x0c129800,0x3800,0x0dd89820,DMA,1
char-baek,0x0c12d000,0xc800,0x0dd7d020,DMA,1
char-baek,0x0c139800,0x6800,0x0dd89820,DMA,1
char-baek,0x0c140000,0x4800,0x0dd7d020,DMA,1
char-baek,0x0c144800,0xb000,0x0dd7d020,DMA,1
char-baek,0x0c14f800,0xc000,0x0dd7d020,DMA,1
char-baek,0x0c15b800,0x6800,0x0dd7d020,DMA,1
char-sakurako,0x0c205000,0x5800,0x0dd7d020,DMA,1
char-sakurako,0x0c20a800,0x8800,0x0dd7d020,DMA,1
char-sakurako,0x0c213000,0x2800,0x0dd7d020,DMA,1
char-cuilan,0x0c26d800,0x3800,0x0ddc2960,DMA,1
char-baek,0x0c271000,0x10800,0x0db65760,DMA,1
attract,0x0c271000,0x10800,0x0db65d20,DMA,1
attract,0x0c271000,0x10800,0x0db693e0,DMA,1
2p-stages,0x0c281800,0xc800,0x0de4dbe0,DMA,1
2p-stages,0x0c28e000,0x31000,0x0de5a3e0,DMA,1
2p-stages,0x0c2bf000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0c2c8800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0c2d2000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0c2db800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0c2e5000,0x9800,0x0de73be0,DMA,1
2p-stages,0x0c2ee800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0c2f8000,0x4800,0x0de86be0,DMA,1
2p-stages,0x0c2fc800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0c306000,0x9800,0x0de573e0,DMA,1
char-baek,0x0c30b000,0x9800,0x0de6c3e0,DMA,1
2p-stages,0x0c30f800,0x9800,0x0de60be0,DMA,1
char-baek,0x0c314800,0x9800,0x0de75be0,DMA,1
2p-stages,0x0c319000,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c31e000,0x9800,0x0de7f3e0,DMA,1
2p-stages,0x0c322800,0x9800,0x0de73be0,DMA,1
char-baek,0x0c327800,0x2800,0x0de88be0,DMA,1
char-baek,0x0c32a000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0c32c000,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c333800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0c335800,0x4800,0x0de86be0,DMA,1
2p-stages,0x0c33a000,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c33d000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0c343800,0x9800,0x0de573e0,DMA,1
char-baek,0x0c346800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0c34d000,0x9800,0x0de60be0,DMA,1
char-baek,0x0c350000,0x9800,0x0de73be0,DMA,1
2p-stages,0x0c356800,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c359800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0c360000,0x9800,0x0de73be0,DMA,1
char-baek,0x0c363000,0x4800,0x0de86be0,DMA,1
char-baek,0x0c367800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0c369800,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c371000,0x9800,0x0de573e0,DMA,1
2p-stages,0x0c373000,0x4800,0x0de86be0,DMA,1
2p-stages,0x0c377800,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c37a800,0x9800,0x0de60be0,DMA,1
2p-stages,0x0c381000,0x9800,0x0de573e0,DMA,1
char-baek,0x0c384000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0c38a800,0x9800,0x0de60be0,DMA,1
char-baek,0x0c38d800,0x9800,0x0de73be0,DMA,1
2p-stages,0x0c394000,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c397000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0c39d800,0x9800,0x0de73be0,DMA,1
char-baek,0x0c3a0800,0x4800,0x0de86be0,DMA,1
char-baek,0x0c3a5000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0c3a7000,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c3ae800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0c3b0800,0x4800,0x0de86be0,DMA,1
2p-stages,0x0c3b5000,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c3b8000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0c3be800,0x9800,0x0de573e0,DMA,1
char-baek,0x0c3c1800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0c3c8000,0x9800,0x0de60be0,DMA,1
char-baek,0x0c3cb000,0x9800,0x0de73be0,DMA,1
2p-stages,0x0c3d1800,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c3d4800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0c3db000,0x9800,0x0de73be0,DMA,1
char-baek,0x0c3de000,0x4800,0x0de86be0,DMA,1
char-baek,0x0c3e2800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0c3e4800,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c3ec000,0x9800,0x0de573e0,DMA,1
2p-stages,0x0c3ee000,0x4800,0x0de86be0,DMA,1
2p-stages,0x0c3f2800,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c3f5800,0x9800,0x0de60be0,DMA,1
2p-stages,0x0c3fc000,0x9800,0x0de573e0,DMA,1
char-baek,0x0c3ff000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0c405800,0x9800,0x0de60be0,DMA,1
char-baek,0x0c408800,0x9800,0x0de73be0,DMA,1
2p-stages,0x0c40f000,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c412000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0c418800,0x9800,0x0de73be0,DMA,1
char-baek,0x0c41b800,0x4800,0x0de86be0,DMA,1
char-baek,0x0c420000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0c422000,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c429800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0c42b800,0x4800,0x0de86be0,DMA,1
2p-stages,0x0c430000,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c433000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0c439800,0x9800,0x0de573e0,DMA,1
char-baek,0x0c43c800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0c443000,0x9800,0x0de60be0,DMA,1
char-baek,0x0c446000,0x9800,0x0de73be0,DMA,1
2p-stages,0x0c44c800,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c44f800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0c456000,0x9800,0x0de73be0,DMA,1
char-baek,0x0c459000,0x4800,0x0de86be0,DMA,1
char-baek,0x0c45d800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0c45f800,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c467000,0x9800,0x0de573e0,DMA,1
2p-stages,0x0c469000,0x4800,0x0de86be0,DMA,1
2p-stages,0x0c46d800,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c470800,0x9800,0x0de60be0,DMA,1
2p-stages,0x0c477000,0x9800,0x0de573e0,DMA,1
char-baek,0x0c47a000,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0c480800,0x9800,0x0de60be0,DMA,1
char-baek,0x0c483800,0x9800,0x0de73be0,DMA,1
2p-stages,0x0c48a000,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c48d000,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0c493800,0x9800,0x0de73be0,DMA,1
char-baek,0x0c496800,0x4800,0x0de86be0,DMA,1
char-baek,0x0c49b000,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0c49d000,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c4a4800,0x9800,0x0de573e0,DMA,1
2p-stages,0x0c4a6800,0x4800,0x0de86be0,DMA,1
2p-stages,0x0c4ab000,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c4ae000,0x9800,0x0de60be0,DMA,1
2p-stages,0x0c4b4800,0x9800,0x0de573e0,DMA,1
char-baek,0x0c4b7800,0x9800,0x0de6a3e0,DMA,1
2p-stages,0x0c4be000,0x9800,0x0de60be0,DMA,1
char-baek,0x0c4c1000,0x9800,0x0de73be0,DMA,1
2p-stages,0x0c4c7800,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c4ca800,0x9800,0x0de7d3e0,DMA,1
2p-stages,0x0c4d1000,0x9800,0x0de73be0,DMA,1
char-baek,0x0c4d4000,0x4800,0x0de86be0,DMA,1
char-baek,0x0c4d8800,0x9800,0x0de4dbe0,DMA,1
2p-stages,0x0c4da800,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c4e2000,0x9800,0x0de573e0,DMA,1
char-baek,0x0c4e4000,0x4800,0x0de86be0,DMA,1
char-baek,0x0c4e8800,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c4eb800,0x9800,0x0de60be0,DMA,1
char-baek,0x0c4f2000,0x9800,0x0de573e0,DMA,1
char-baek,0x0c4f5000,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c4fb800,0x9800,0x0de60be0,DMA,1
char-baek,0x0c4fe800,0x9800,0x0de73be0,DMA,1
char-baek,0x0c505000,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c508000,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c50e800,0x9800,0x0de73be0,DMA,1
char-baek,0x0c511800,0x4800,0x0de86be0,DMA,1
char-baek,0x0c516000,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c518000,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c51f800,0x9800,0x0de573e0,DMA,1
char-baek,0x0c521800,0x4800,0x0de86be0,DMA,1
char-baek,0x0c526000,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c529000,0x9800,0x0de60be0,DMA,1
char-baek,0x0c52f800,0x9800,0x0de573e0,DMA,1
char-baek,0x0c532800,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c539000,0x9800,0x0de60be0,DMA,1
char-baek,0x0c53c000,0x9800,0x0de73be0,DMA,1
char-baek,0x0c542800,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c545800,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c54c000,0x9800,0x0de73be0,DMA,1
char-baek,0x0c54f000,0x4800,0x0de86be0,DMA,1
char-baek,0x0c553800,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c555800,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c55d000,0x9800,0x0de573e0,DMA,1
char-baek,0x0c55f000,0x4800,0x0de86be0,DMA,1
char-baek,0x0c563800,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c566800,0x9800,0x0de60be0,DMA,1
char-baek,0x0c56d000,0x9800,0x0de573e0,DMA,1
char-baek,0x0c570000,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c576800,0x9800,0x0de60be0,DMA,1
char-baek,0x0c579800,0x9800,0x0de73be0,DMA,1
char-baek,0x0c580000,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c583000,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c589800,0x9800,0x0de73be0,DMA,1
char-baek,0x0c58c800,0x4800,0x0de86be0,DMA,1
char-baek,0x0c591000,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c593000,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c59a800,0x9800,0x0de573e0,DMA,1
char-baek,0x0c59c800,0x4800,0x0de86be0,DMA,1
char-baek,0x0c5a1000,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c5a4000,0x9800,0x0de60be0,DMA,1
char-baek,0x0c5aa800,0x9800,0x0de573e0,DMA,1
char-baek,0x0c5ad800,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c5b4000,0x9800,0x0de60be0,DMA,1
